recipeID,Num. of servings,ID,Food name,Amount,Unit
0008011ace61686ab84e972416fb4a472c8a342d,1,17012,＜調味料類＞　（食塩類）　食塩,0.5,g
0008011ace61686ab84e972416fb4a472c8a342d,1,17065,＜香辛料類＞　こしょう　混合　粉,0.5,g
0008011ace61686ab84e972416fb4a472c8a342d,1,14017,（バター類）　無発酵バター　有塩バター,1,大/大匙
0008011ace61686ab84e972416fb4a472c8a342d,1,1088,こめ　［水稲めし］　精白米　うるち米,1,杯/カップ
0008011ace61686ab84e972416fb4a472c8a342d,1,6061,（キャベツ類）　キャベツ　結球葉　生,50,g
00043e73c27dfbb3c9f8f8cf3e2d974f42e100fd,12,1114,こめ　［うるち米製品］　上新粉,50,g
00043e73c27dfbb3c9f8f8cf3e2d974f42e100fd,12,1120,こめ　［もち米製品］　白玉粉,50,g
00043e73c27dfbb3c9f8f8cf3e2d974f42e100fd,12,3003,（砂糖類）　車糖　上白糖,25,g
00043e73c27dfbb3c9f8f8cf3e2d974f42e100fd,12,99999,水,50,CC
00043e73c27dfbb3c9f8f8cf3e2d974f42e100fd,12,4002,あずき　全粒　ゆで,NA,適量、お好み
00043e73c27dfbb3c9f8f8cf3e2d974f42e100fd,12,5017,ごま　乾,1,摘み/少々
0004435a40b8f31a1c15b976598b5ff40c6ede98,2.5,18041,洋風料理　カレー類　ポークカレー,2.5,杯/カップ
0004435a40b8f31a1c15b976598b5ff40c6ede98,2.5,99999,水,2,杯/カップ
0004435a40b8f31a1c15b976598b5ff40c6ede98,2.5,13014,＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪,1,杯/カップ
0004435a40b8f31a1c15b976598b5ff40c6ede98,2.5,14017,（バター類）　無発酵バター　有塩バター,10,g
0004435a40b8f31a1c15b976598b5ff40c6ede98,2.5,1063,こむぎ　［マカロニ・スパゲッティ類］　マカロニ・スパゲッティ　乾,250,g
00044a97d0389abdecf2377ca69ab79ba3104dd7,2,6312,（レタス類）　レタス　土耕栽培　結球葉　生,NA,適量、お好み
00044a97d0389abdecf2377ca69ab79ba3104dd7,2,10063,＜魚類＞　（いわし類）　缶詰　油漬,1,缶/カン
00044a97d0389abdecf2377ca69ab79ba3104dd7,2,17007,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,1,摘み/少々
00044a97d0389abdecf2377ca69ab79ba3104dd7,2,17063,＜香辛料類＞　こしょう　黒　粉,NA,適量、お好み
000450e947f475ce6aac9be7700e929488e39f2b,4,6291,（もやし類）　りょくとうもやし　生,2,袋
000450e947f475ce6aac9be7700e929488e39f2b,4,6267,ほうれんそう　葉　通年平均　生,1,袋
000450e947f475ce6aac9be7700e929488e39f2b,4,17007,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,2,大/大匙
000450e947f475ce6aac9be7700e929488e39f2b,4,17058,＜香辛料類＞　からし　練り,1,小/小匙
000450e947f475ce6aac9be7700e929488e39f2b,4,17028,＜調味料類＞　（だし類）　顆粒和風だし,1,摘み/少々
00045b1e82a1dd53969c4d598a5cbde8dc20bf09,4,6165,つるむらさき　茎葉　生,1,束
00045b1e82a1dd53969c4d598a5cbde8dc20bf09,4,6214,（にんじん類）　にんじん　根　皮なし　生,0.5,NA
00045b1e82a1dd53969c4d598a5cbde8dc20bf09,4,8028,まいたけ　生,1,個片丁株玉房
00045b1e82a1dd53969c4d598a5cbde8dc20bf09,4,17029,＜調味料類＞　（だし類）　めんつゆ　ストレート,2.5,大/大匙
00045b1e82a1dd53969c4d598a5cbde8dc20bf09,4,17138,＜調味料類＞　（その他）　料理酒,2,大/大匙
00045b1e82a1dd53969c4d598a5cbde8dc20bf09,4,14002,（植物油脂類）　ごま油,1,大/大匙
000462b0e41d629353e3ec73da0d07ca70dacc23,10.5,1015,こむぎ　［小麦粉］　薄力粉　1等,180,g
000462b0e41d629353e3ec73da0d07ca70dacc23,10.5,5001,アーモンド　乾,40,g
000462b0e41d629353e3ec73da0d07ca70dacc23,10.5,3030,（砂糖類）　てんさい含蜜糖,80,g
000462b0e41d629353e3ec73da0d07ca70dacc23,10.5,17084,＜その他＞　ベーキングパウダー,10,g
000462b0e41d629353e3ec73da0d07ca70dacc23,10.5,14006,（植物油脂類）　調合油,30,g
000462b0e41d629353e3ec73da0d07ca70dacc23,10.5,NA,#N/A,30,g
000462b0e41d629353e3ec73da0d07ca70dacc23,10.5,16039,＜茶類＞　（緑茶類）　番茶　浸出液,10,g
000462b0e41d629353e3ec73da0d07ca70dacc23,10.5,nan,#N/A,1,枚
00046c262ee9748efe155d9d7a9b20cd8c463e67,2,10030,＜魚類＞　アラスカめぬけ　生,2,個片丁株玉房
00046c262ee9748efe155d9d7a9b20cd8c463e67,2,1015,こむぎ　［小麦粉］　薄力粉　1等,NA,適量、お好み
00046c262ee9748efe155d9d7a9b20cd8c463e67,2,17138,＜調味料類＞　（その他）　料理酒,NA,適量、お好み
00046c262ee9748efe155d9d7a9b20cd8c463e67,2,17012,＜調味料類＞　（食塩類）　食塩,NA,適量、お好み
00046c262ee9748efe155d9d7a9b20cd8c463e67,2,17063,＜香辛料類＞　こしょう　黒　粉,NA,適量、お好み
00046c262ee9748efe155d9d7a9b20cd8c463e67,2,NA,#N/A,NA,適量、お好み
00046e37117bb93592e7027fe55590b57a055f59,3,10381,＜水産練り製品＞　焼き竹輪,3,個片丁株玉房
00046e37117bb93592e7027fe55590b57a055f59,3,2017,＜いも類＞　じゃがいも　塊茎　皮なし　生,NA,適量、お好み
00046e37117bb93592e7027fe55590b57a055f59,3,17042,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,NA,適量、お好み
00046e37117bb93592e7027fe55590b57a055f59,3,1025,こむぎ　［小麦粉］　プレミックス粉　天ぷら用,NA,適量、お好み
00046f13a0f842846cddc9f0ff8a81dc58943b32,None,1020,こむぎ　［小麦粉］　強力粉　1等,200,g
00046f13a0f842846cddc9f0ff8a81dc58943b32,None,3003,（砂糖類）　車糖　上白糖,20,g
00046f13a0f842846cddc9f0ff8a81dc58943b32,None,17012,＜調味料類＞　（食塩類）　食塩,3,g
00046f13a0f842846cddc9f0ff8a81dc58943b32,None,14017,（バター類）　無発酵バター　有塩バター,20,g
00046f13a0f842846cddc9f0ff8a81dc58943b32,None,13010,＜牛乳及び乳製品＞　（粉乳類）　脱脂粉乳,8,g
00046f13a0f842846cddc9f0ff8a81dc58943b32,None,12004,鶏卵　全卵　生,1,個片丁株玉房
00046f13a0f842846cddc9f0ff8a81dc58943b32,None,99999,水,80,g
00046f13a0f842846cddc9f0ff8a81dc58943b32,None,17083,＜その他＞　酵母　パン酵母　乾燥,2,g
00046f13a0f842846cddc9f0ff8a81dc58943b32,None,7117,ぶどう　干しぶどう,35,g
00046f13a0f842846cddc9f0ff8a81dc58943b32,None,5014,くるみ　いり,40,g
00048537ed4f7078dfcdef16f2d5a76924c1eb88,3,1088,こめ　［水稲めし］　精白米　うるち米,2,杯/カップ
00048537ed4f7078dfcdef16f2d5a76924c1eb88,3,10134,＜魚類＞　（さけ・ます類）　しろさけ　生,30,g
00048537ed4f7078dfcdef16f2d5a76924c1eb88,3,6226,（ねぎ類）　根深ねぎ　葉　軟白　生,NA,適量、お好み
00048537ed4f7078dfcdef16f2d5a76924c1eb88,3,12004,鶏卵　全卵　生,2,個片丁株玉房
00048537ed4f7078dfcdef16f2d5a76924c1eb88,3,17024,＜調味料類＞　（だし類）　鶏がらだし,400,CC
00049119a837141a2718360d4d4eef81b17b37df,1,1043,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾,1,束
00049119a837141a2718360d4d4eef81b17b37df,1,11123,＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　生,2,枚
00049119a837141a2718360d4d4eef81b17b37df,1,2034,＜でん粉・でん粉製品＞　（でん粉類）　じゃがいもでん粉,NA,適量、お好み
00049119a837141a2718360d4d4eef81b17b37df,1,6183,（トマト類）　赤色ミニトマト　果実　生,2,個片丁株玉房
00049119a837141a2718360d4d4eef81b17b37df,1,9039,わかめ　原藻　生,NA,適量、お好み
00049119a837141a2718360d4d4eef81b17b37df,1,6226,（ねぎ類）　根深ねぎ　葉　軟白　生,NA,適量、お好み
00049119a837141a2718360d4d4eef81b17b37df,1,6365,（しょうが類）　しょうが　根茎　皮なし　生　おろし,NA,適量、お好み
00049119a837141a2718360d4d4eef81b17b37df,1,17029,＜調味料類＞　（だし類）　めんつゆ　ストレート,NA,適量、お好み
000492d841fdabb2ff74aac57dfbd062dd45fb20,2,6182,（トマト類）　赤色トマト　果実　生,6,個片丁株玉房
000492d841fdabb2ff74aac57dfbd062dd45fb20,2,5018,ごま　いり,3,大/大匙
000492d841fdabb2ff74aac57dfbd062dd45fb20,2,10263,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,1,缶/カン
000492d841fdabb2ff74aac57dfbd062dd45fb20,2,6153,（たまねぎ類）　たまねぎ　りん茎　生,0.5,個片丁株玉房
000492d841fdabb2ff74aac57dfbd062dd45fb20,2,13040,＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,1,枚
000492d841fdabb2ff74aac57dfbd062dd45fb20,2,17042,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,2,小/小匙
000492d841fdabb2ff74aac57dfbd062dd45fb20,2,1077,こむぎ　［その他］　パン粉　生,NA,適量、お好み
000492d841fdabb2ff74aac57dfbd062dd45fb20,2,17065,＜香辛料類＞　こしょう　混合　粉,1,摘み/少々
00049e261bcf9de1613cd80844927412cf175037,2,1083,こめ　［水稲穀粒］　精白米　うるち米,2,合
00049e261bcf9de1613cd80844927412cf175037,2,10263,＜魚類＞　（まぐろ類）　缶詰　油漬　フレーク　ライト,1,個片丁株玉房
00049e261bcf9de1613cd80844927412cf175037,2,17007,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,1,大/大匙
00049e261bcf9de1613cd80844927412cf175037,2,17138,＜調味料類＞　（その他）　料理酒,1,大/大匙
00049e261bcf9de1613cd80844927412cf175037,2,5018,ごま　いり,NA,適量、お好み
00049e261bcf9de1613cd80844927412cf175037,2,17042,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,NA,適量、お好み
0004b3e3e18a22ff761da7aa4524c0ab679802c0,24,6267,ほうれんそう　葉　通年平均　生,1,束
0004b3e3e18a22ff761da7aa4524c0ab679802c0,24,11163,＜畜肉類＞　ぶた　［ひき肉］　生,200,g
0004b3e3e18a22ff761da7aa4524c0ab679802c0,24,6226,（ねぎ類）　根深ねぎ　葉　軟白　生,10,cm
0004b3e3e18a22ff761da7aa4524c0ab679802c0,24,6223,（にんにく類）　にんにく　りん茎　生,NA,適量、お好み
0004b3e3e18a22ff761da7aa4524c0ab679802c0,24,6103,（しょうが類）　しょうが　根茎　皮なし　生,NA,適量、お好み
0004b3e3e18a22ff761da7aa4524c0ab679802c0,24,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
0004b3e3e18a22ff761da7aa4524c0ab679802c0,24,17063,＜香辛料類＞　こしょう　黒　粉,1,摘み/少々
0004b6671cd55e881b9c9b78d416fa195a783e82,1,6233,はくさい　結球葉　生,0.5,枚
0004b6671cd55e881b9c9b78d416fa195a783e82,1,6214,（にんじん類）　にんじん　根　皮なし　生,0.125,小/小匙
0004b6671cd55e881b9c9b78d416fa195a783e82,1,8013,しいたけ　乾しいたけ　乾,3,枚
0004b6671cd55e881b9c9b78d416fa195a783e82,1,11183,＜畜肉類＞　ぶた　［ベーコン類］　ばらベーコン　ばらベーコン　,1,枚
0004b6671cd55e881b9c9b78d416fa195a783e82,1,17093,＜調味料類＞　（だし類）　顆粒中華だし,0.25,小/小匙
0004b6671cd55e881b9c9b78d416fa195a783e82,1,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
0004b6671cd55e881b9c9b78d416fa195a783e82,1,17065,＜香辛料類＞　こしょう　混合　粉,1,摘み/少々
0004b6671cd55e881b9c9b78d416fa195a783e82,1,17138,＜調味料類＞　（その他）　料理酒,1,摘み/少々
0004b6671cd55e881b9c9b78d416fa195a783e82,1,17007,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,1,摘み/少々
0004b6671cd55e881b9c9b78d416fa195a783e82,1,14002,（植物油脂類）　ごま油,1,摘み/少々
0004b6671cd55e881b9c9b78d416fa195a783e82,1,2039,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　緑豆はるさめ　乾,NA,適量、お好み
0004c26f49878e59d5f6865afe45ca441199df2d,4,10241,＜魚類＞　ぶり　成魚　生,0.5,個片丁株玉房
0004c26f49878e59d5f6865afe45ca441199df2d,4,6153,（たまねぎ類）　たまねぎ　りん茎　生,0.25,個片丁株玉房
0004c26f49878e59d5f6865afe45ca441199df2d,4,12004,鶏卵　全卵　生,0.5,個片丁株玉房
0004c26f49878e59d5f6865afe45ca441199df2d,4,6365,（しょうが類）　しょうが　根茎　皮なし　生　おろし,1,小/小匙
0004c26f49878e59d5f6865afe45ca441199df2d,4,17007,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,1,小/小匙
0004c26f49878e59d5f6865afe45ca441199df2d,4,17045,＜調味料類＞　（みそ類）　米みそ　淡色辛みそ,1,小/小匙
0004c26f49878e59d5f6865afe45ca441199df2d,4,17138,＜調味料類＞　（その他）　料理酒,2,小/小匙
0004c26f49878e59d5f6865afe45ca441199df2d,4,1077,こむぎ　［その他］　パン粉　生,4,大/大匙
0004c738916f925934703d041b1b9ec38aee02d8,None,11123,＜畜肉類＞　ぶた　［大型種肉］　ロース　脂身つき　生,NA,適量、お好み
0004c738916f925934703d041b1b9ec38aee02d8,None,6245,（ピーマン類）　青ピーマン　果実　生,1,個片丁株玉房
0004c738916f925934703d041b1b9ec38aee02d8,None,6191,（なす類）　なす　果実　生,1,個片丁株玉房
0004c738916f925934703d041b1b9ec38aee02d8,None,6214,（にんじん類）　にんじん　根　皮なし　生,7.5,cm
0004c738916f925934703d041b1b9ec38aee02d8,None,17001,＜調味料類＞　（ウスターソース類）　ウスターソース,2,大/大匙
0004c738916f925934703d041b1b9ec38aee02d8,None,16025,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,1,大/大匙
0004c738916f925934703d041b1b9ec38aee02d8,None,17007,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,1,大/大匙
0004c738916f925934703d041b1b9ec38aee02d8,None,3003,（砂糖類）　車糖　上白糖,1,大/大匙
0004d01d920fd431f3e8eac9e3dca04d9e81578f,3,10100,＜魚類＞　（かれい類）　まがれい　生,3,個片丁株玉房
0004d01d920fd431f3e8eac9e3dca04d9e81578f,3,6226,（ねぎ類）　根深ねぎ　葉　軟白　生,1,本
0004d01d920fd431f3e8eac9e3dca04d9e81578f,3,6134,（だいこん類）　だいこん　根　皮なし　生,10,cm
0004d01d920fd431f3e8eac9e3dca04d9e81578f,3,6103,（しょうが類）　しょうが　根茎　皮なし　生,1,個片丁株玉房
0004d01d920fd431f3e8eac9e3dca04d9e81578f,3,17138,＜調味料類＞　（その他）　料理酒,100,CC
0004d01d920fd431f3e8eac9e3dca04d9e81578f,3,17007,＜調味料類＞　（しょうゆ類）　こいくちしょうゆ,70,CC
0004d01d920fd431f3e8eac9e3dca04d9e81578f,3,16025,＜アルコール飲料類＞　（混成酒類）　みりん　本みりん,3,大/大匙
0004d01d920fd431f3e8eac9e3dca04d9e81578f,3,99999,水,200,CC
0004d8f4275bc4d9083a30258dc23cd020d2202a,5,13035,＜牛乳及び乳製品＞　（チーズ類）　ナチュラルチーズ　クリーム,250,g
0004d8f4275bc4d9083a30258dc23cd020d2202a,5,13025,＜牛乳及び乳製品＞　（発酵乳・乳酸菌飲料）　ヨーグルト　全脂無糖,100,g
0004d8f4275bc4d9083a30258dc23cd020d2202a,5,13014,＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪,200,g
0004d8f4275bc4d9083a30258dc23cd020d2202a,5,3003,（砂糖類）　車糖　上白糖,250,g
0004d8f4275bc4d9083a30258dc23cd020d2202a,5,7012,いちご　生,1,袋
0004ed1ccda06dc11ee2609fd180eba0bf7fae7e,None,15116,＜チョコレート類＞　ミルクチョコレート,200,g
0004ed1ccda06dc11ee2609fd180eba0bf7fae7e,None,13014,＜牛乳及び乳製品＞　（クリーム類）　クリーム　乳脂肪,100,CC
0004ed1ccda06dc11ee2609fd180eba0bf7fae7e,None,14017,（バター類）　無発酵バター　有塩バター,30,g
0004ed1ccda06dc11ee2609fd180eba0bf7fae7e,None,3022,（その他）　はちみつ,1,小/小匙
0004ed1ccda06dc11ee2609fd180eba0bf7fae7e,None,16048,＜コーヒー・ココア類＞　ココア　ピュアココア,NA,適量、お好み
00050067798962ca90c70d8e3f52429811b12ea2,2,8016,（しめじ類）　ぶなしめじ　生,100,g
00050067798962ca90c70d8e3f52429811b12ea2,2,6214,（にんじん類）　にんじん　根　皮なし　生,60,g
00050067798962ca90c70d8e3f52429811b12ea2,2,6061,（キャベツ類）　キャベツ　結球葉　生,120,g
00050067798962ca90c70d8e3f52429811b12ea2,2,6153,（たまねぎ類）　たまねぎ　りん茎　生,0.5,個片丁株玉房
00050067798962ca90c70d8e3f52429811b12ea2,2,12004,鶏卵　全卵　生,3,個片丁株玉房
00050067798962ca90c70d8e3f52429811b12ea2,2,17027,＜調味料類＞　（だし類）　固形ブイヨン,1,小/小匙
00050067798962ca90c70d8e3f52429811b12ea2,2,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
00050067798962ca90c70d8e3f52429811b12ea2,2,17063,＜香辛料類＞　こしょう　黒　粉,1,摘み/少々
00050067798962ca90c70d8e3f52429811b12ea2,2,17061,＜香辛料類＞　カレー粉,2,小/小匙
00050067798962ca90c70d8e3f52429811b12ea2,2,14006,（植物油脂類）　調合油,NA,適量、お好み
00050067798962ca90c70d8e3f52429811b12ea2,2,17078,＜香辛料類＞　パセリ　乾,1,摘み/少々
00050c086548592c4da6a4d8b86edf66bfd65af0,1.5,1026,こむぎ　［パン類］　角形食パン　食パン,2,枚
00050c086548592c4da6a4d8b86edf66bfd65af0,1.5,12004,鶏卵　全卵　生,1,個片丁株玉房
00050c086548592c4da6a4d8b86edf66bfd65af0,1.5,13003,＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,130,CC
00050c086548592c4da6a4d8b86edf66bfd65af0,1.5,3022,（その他）　はちみつ,1,小/小匙
00050c086548592c4da6a4d8b86edf66bfd65af0,1.5,14017,（バター類）　無発酵バター　有塩バター,1,個片丁株玉房
00050c086548592c4da6a4d8b86edf66bfd65af0,1.5,3023,（その他）　メープルシロップ,NA,適量、お好み
00050cc85bff2feff4b629ca17e060043e647763,1,2017,＜いも類＞　じゃがいも　塊茎　皮なし　生,3,個片丁株玉房
00050cc85bff2feff4b629ca17e060043e647763,1,13040,＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,1,杯/カップ
00050cc85bff2feff4b629ca17e060043e647763,1,6226,（ねぎ類）　根深ねぎ　葉　軟白　生,1,杯/カップ
00050cc85bff2feff4b629ca17e060043e647763,1,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
00050cc85bff2feff4b629ca17e060043e647763,1,17042,＜調味料類＞　（ドレッシング類）　半固形状ドレッシング　マヨネーズ　全卵型,NA,適量、お好み
00050cc85bff2feff4b629ca17e060043e647763,1,14006,（植物油脂類）　調合油,1,大/大匙
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,1088,こめ　［水稲めし］　精白米　うるち米,4,杯/カップ
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,14017,（バター類）　無発酵バター　有塩バター,30,g
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,17063,＜香辛料類＞　こしょう　黒　粉,1,摘み/少々
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,nan,#N/A,NA,NA
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,14017,（バター類）　無発酵バター　有塩バター,30,g
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,1015,こむぎ　［小麦粉］　薄力粉　1等,30,g
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,13003,＜牛乳及び乳製品＞　（液状乳類）　普通牛乳,700,CC
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,17027,＜調味料類＞　（だし類）　固形ブイヨン,2,個片丁株玉房
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,17012,＜調味料類＞　（食塩類）　食塩,1,摘み/少々
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,17063,＜香辛料類＞　こしょう　黒　粉,1,摘み/少々
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,17033,＜調味料類＞　（調味ソース類）　ミートソース,1,袋
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,13040,＜牛乳及び乳製品＞　（チーズ類）　プロセスチーズ,NA,適量、お好み
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,1077,こむぎ　［その他］　パン粉　生,NA,適量、お好み
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,6239,パセリ　葉　生,NA,適量、お好み
0005188280be571fa9a6ac2f4d6ff7c64a4f63e2,4,nan,#N/A,nan,nan
00051904188e215a83bbf5ac3c64ece07fe6d103,None,4033,だいず　［豆腐・油揚げ類］　絹ごし豆腐,150,g
00051904188e215a83bbf5ac3c64ece07fe6d103,None,7107,バナナ　生,1,個片丁株玉房
00051904188e215a83bbf5ac3c64ece07fe6d103,None,4029,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,3,大/大匙
00051904188e215a83bbf5ac3c64ece07fe6d103,None,5017,ごま　乾,5,大/大匙
00051904188e215a83bbf5ac3c64ece07fe6d103,None,3022,（その他）　はちみつ,NA,適量、お好み
0005271a115f35963f5ca62f9bc5f4769ffcbd34,2,1043,こむぎ　［うどん・そうめん類］　そうめん・ひやむぎ　乾,400,g
0005271a115f35963f5ca62f9bc5f4769ffcbd34,2,6191,（なす類）　なす　果実　生,1,個片丁株玉房
0005271a115f35963f5ca62f9bc5f4769ffcbd34,2,6245,（ピーマン類）　青ピーマン　果実　生,4,個片丁株玉房
0005271a115f35963f5ca62f9bc5f4769ffcbd34,2,6093,（ししとう類）　ししとう　果実　生,4,個片丁株玉房
0005271a115f35963f5ca62f9bc5f4769ffcbd34,2,6134,（だいこん類）　だいこん　根　皮なし　生,15,cm
0005271a115f35963f5ca62f9bc5f4769ffcbd34,2,17029,＜調味料類＞　（だし類）　めんつゆ　ストレート,NA,NA
0005271a115f35963f5ca62f9bc5f4769ffcbd34,2,17029,＜調味料類＞　（だし類）　めんつゆ　ストレート,NA,適量、お好み
0005271a115f35963f5ca62f9bc5f4769ffcbd34,2,17081,＜香辛料類＞　わさび　練り,NA,適量、お好み
0005271a115f35963f5ca62f9bc5f4769ffcbd34,2,6061,（キャベツ類）　キャベツ　結球葉　生,4,枚
00052d3f38b14b58e681260ba54b70c2a9a0c65a,23.666666666666668,5014,くるみ　いり,50,g
00052d3f38b14b58e681260ba54b70c2a9a0c65a,23.666666666666668,3005,（砂糖類）　ざらめ糖　グラニュー糖,2,大/大匙
00052d3f38b14b58e681260ba54b70c2a9a0c65a,23.666666666666668,99999,水,2,大/大匙
00052d3f38b14b58e681260ba54b70c2a9a0c65a,23.666666666666668,3005,（砂糖類）　ざらめ糖　グラニュー糖,1,大/大匙
00052d3f38b14b58e681260ba54b70c2a9a0c65a,23.666666666666668,14020,（マーガリン類）　マーガリン　家庭用　有塩,60,g
00052d3f38b14b58e681260ba54b70c2a9a0c65a,23.666666666666668,3003,（砂糖類）　車糖　上白糖,25,g
00052d3f38b14b58e681260ba54b70c2a9a0c65a,23.666666666666668,1114,こめ　［うるち米製品］　上新粉,30,g
